text,label,,Person 1,Person 2,tally ,
മറുപടി പറയുന്നതിനുള്ള ഉള്ളടക്കം ഉദ്ദേശിച്ചില്ല.,negative,,0,0,0,
കുറ്റം തെളിയിക്കാൻ കൂടുതൽ സമയം വേണം.,neutral,,1,2,1,
കാലാവസ്ഥ നിരീക്ഷണ വ്യവസ്ഥകൾ,negative,,1,1,0,
കൂടുതലായി പഠിക്കാൻ നേടിയ വിജയം,positive,,2,1,2,
കാലാവസ്ഥാ പരിസ്ഥിതി സംരക്ഷണം,neutral,,2,2,1,
"അഭിനേതാക്കളുടെ മുഖാഭിനയം ശൂന്യമല്ല.,",positive,,1,2,2,
പാട്ടിന്റെ ദൃശ്യങ്ങൾ കേൾക്കാൻ നന്നായിട്ടുണ്ട്.,neutral,,2,1,1,
വളരെ പ്രചോദനകരമായ ഒരു വീഡിയോ.,positive,,2,1,2,
വ്യായാമ പുരോഗതിയുടെ കഥകൾ.,positive,,2,2,2,
വീഡിയോ ശരിയായവയാണ്.,negative,,2,0,0,
പാട്ടിന്റെ അവതരണം ഹൃദയസ്പർശമാണ്.,neutral,,2,1,1,
കാലാവസ്ഥാ വിവരങ്ങളുടെ കൃത്യതാ നിരീക്ഷണം.,neutral,,1,1,1,
കാലാവസ്ഥാ വളർച്ചാ റിപോർട്ട്,neutral,,1,1,1,
നമ്മുടെ ദൈനംദിന ജീവിതത്തെ ബാധിക്കുന്ന കാലാവസ്ഥ.,neutral,,1,1,1,
പാട്ടിൽ ഉള്ള സൗന്ദര്യം കുറവാണ്.,negative,,0,0,0,
ലൈഫ്‌സ്റ്റൈൽ മാറി.,positive,,1,2,2,
"""ഇത് അനാവശ്യമായ ഒരു ദ്രാവകമാണ്""",negative,,0,1,0,
പ്രകൃതിയുടെ സ്നേഹത്തിന് ഒരു സമ്മാനം ഈ കാഴ്ചകൾ,positive,,2,2,2,
പാട്ടിന്റെ ഗതികൾ മിതമാണ്.,neutral,,1,2,1,
പാടലിന്റെ അലങ്കാരം മനോഹരമാണ്.,positive,,2,2,2,
പാചകം തമ്മിൽ തുല്യമാണ്.,neutral,,1,2,1,
പുതിയ ശീലങ്ങൾ അഭിമുഖീകരിക്കാൻ തയാറില്ല.,negative,,0,2,0,
സ്ഥലവും കാലാവസ്ഥയും ജീവിതശൈലിയിൽ സ്വാധീനം ചെലുത്തുന്നു.,neutral,,1,1,1,
വ്യായാമം ചെയ്യാൻ സമയം കണ്ടെത്താം.,neutral,,2,2,1,
നല്ല വിശദീകരണങ്ങൾ ഇല്ല.,negative,,0,0,0,
സമൃദ്ധമായ സ്ഥലങ്ങൾ പരിസര മാലിന്യങ്ങൾ നിറഞ്ഞത്,negative,,0,0,0,
കാലാവസ്ഥാ നിരീക്ഷണ ഉപകരണങ്ങൾക്കുള്ള വിവരങ്ങൾ.,neutral,,1,2,1,
"അഭിമുഖം സാധാരണ.,",neutral,,1,1,1,
നല്ല ടൈം മാനേജ്മെന്റ്.,positive,,2,2,2,
പാട്ടിലെ ശബ്ദങ്ങൾ ശരിയാക്കേണ്ടതുണ്ട്.,neutral,,0,1,1,
പാട്ടിന്റെ കേള്‍വിയും ദൃശ്യവും മിതം.,neutral,,1,2,1,
കുട്ടികൾക്കും മൂല്യങ്ങൾ നൽകി.,positive,,2,2,2,
ടൂറിസം മേഖലയിൽ മികച്ച വിഡിയോ,positive,,2,2,2,
കാലാവസ്ഥാപരമായ നയങ്ങൾ,neutral,,1,2,1,
സംസ്‌കാരത്തെ ലാളിത്യത്തോടെ കാണിച്ചതിന് നന്ദി.,positive,,2,1,2,
ഫിറ്റ്നസിന്റെ അടിസ്ഥാന കാര്യങ്ങൾ.,neutral,,2,1,1,
കുറ്റവാളികൾക്ക് വേണ്ടി അന്വേഷണം.,neutral,,1,1,1,
കാലാവസ്ഥ അക്കൗണ്ടബിലിറ്റി,neutral,,1,1,1,
കാലാവസ്ഥ മാനസികാരോഗ്യത്തിന് ബാധകമാണ്,neutral,,1,2,1,
"""ആയിരക്കണക്കിന് ആളുകൾ ഇതുവഴി ഉപകാരമുണ്ടാക്കുമെന്ന് തോന്നുന്നു.""",neutral,,2,2,1,
കാലാവസ്ഥാ വിദ്യാഭ്യാസ പരിപാടികൾ,negative,,1,2,0,
മഴ തുടരുമെന്ന് അറിയിച്ചതിന് നന്ദി.,positve ,,2,2,2,
പ്രകൃതിയുടെ സ്ഥിതിവിവരങ്ങൾ.,neutral,,1,2,1,
പാട്ടിന്റെ ലയവും താളവും ശരാശരി.,neutral,,1,1,1,
പാട്ടിന്റെ കൃത്യത കുറഞ്ഞു.,negative,,0,2,0,
പ്രകൃതിയുടെ ഒരു നിരന്തരം മാറ്റമാണ് കാലാവസ്ഥ.,neutral,,1,2,1,
പാട്ട് കേൾക്കാനാകുന്നവർക്കും ഹൃദയസ്പർശം.,neutral,,2,2,1,
മനസ്സിൽ സ്ഥിരമായ ആവിഷ്കാരമാണ്.,positive,,2,2,2,
പാട്ടിന്റെ സംഗീതം മനസ് മയക്കുന്ന തരത്തിലാണ.,positive,,2,2,2,
ഈ ലിങ്ക് മനോഹരമാണ്,positive,,2,2,2,
മനസ്സിലാകാവുന്ന ആശയം.,neutral,,2,1,1,
ഷരീരത്തിനും മനസ്സിനും ആശ്വാസം.,negative,,2,2,0,
കൂടുതല്‍ ശ്രദ്ധ കുറവാണ്.,negative,,0,1,0,
""" വ്യവസായവിൽ വിജയം """,positive,,1,1,2,
പാട്ടിലെ കലാപാരമ്പര്യം നിലനിൽക്കുന്നു.,neutral,,2,2,1,
ജീവിതത്തിലെ പ്രതിസന്ധികൾ തീരാതെ തുടരുന്നു.,negative,,0,1,0,
കാലാവസ്ഥാ പ്രശ്‌നങ്ങൾ ഗുരുതരമാണ്,neutral,,0,1,1,
കാഴ്ചകൾക്കും യാഥാർത്ഥ്യത്തിനും ഇടയിൽ എളുപ്പം നിർവ്വചനക്കുറവുണ്ട്,neutral,,0,2,1,
പാട്ടിന്റെ ശബ്ദം കേൾക്കാൻ സൗകര്യമുണ്ട്.,neutral,,2,2,1,
പാട്ടിന്റെ ഭാവം തെറ്റിപ്പോയി.,negative,,0,2,0,
പ്രവചനത്തിലെ സാങ്കേതിക പിഴവുകൾ,negative,,0,2,0,
സംവേദന എഴുത്തിൽ മനോഹരം.,positive,,2,1,2,
കലാകാരന്റെ കഴിവിന് വലിയ ശ്രീഞ്ജലം.,positive,,2,2,2,
വാർത്തകൾ ജനങ്ങളെ അസ്വസ്ഥമാക്കുന്നു,negative,,0,2,0,
പാട്ടിന്റെ ശൈലി വ്യക്തമാണ്.,neutral,,2,2,1,
ആരോഗ്യകരമായ ഭക്ഷണം അനുഭവിക്കുമ്പോഴും വ്യായാമം വേണം.,positive,,2,2,2,
ചിലരുടെ ജീവിതശൈലി ഇടയ്ക്ക് മാറാറുണ്ട്.,neutral,,1,2,1,
ശാസ്ത്രീയ റിപ്പോർട്ട്,positive,,1,2,2,
"""ഗുണവുമില്ല""",negative,,1,1,0,
കാർബൺ മിതവൽക്കരണം,neutral,,1,1,1,
കാലാവസ്ഥാ അടിസ്ഥാനങ്ങൾ,neutral,,0,2,1,
"അഭിനയത്തിൽ ആവേശം നഷ്ടപ്പെട്ടു.,",negative,,1,2,0,
കാലാവസ്ഥ ദുരിതാനന്തര പദ്ധതി,neutral,,2,1,1,
പാട്ട് കേൾക്കുമ്പോൾ ആശയങ്ങൾ വ്യക്തമാണ്.,neutral,,1,2,1,
പുതിയ കാലാവസ്ഥാ നിരീക്ഷണങ്ങൾ.,neutral,,2,2,1,
"""മൂല്യങ്ങൾ ശ്രേഷ്ഠമാകുന്നു""",positive,,2,2,2,
സുഗമമായ പാചക സംവിധാനം.,positive,,2,2,2,
പാട്ടിൽ ആക്‌സെന്റുകൾ തെറ്റായി ഉപയോഗിച്ചിരിക്കുന്നു.,negative,,1,2,0,
സർക്കാർ പദ്ധതികൾ കാലാവസ്ഥയ്ക്ക് അനുസരിച്ചുള്ളവ.,neutral,,1,2,1,
കാലാവസ്ഥ ഭാവി പ്രവചനങ്ങൾ,neutral,,1,2,1,
വിജ്ഞാപനങ്ങളിൽ കൂടുതൽ താല്പര്യം കാണുവരണം,neutral,,1,2,1,
പാട്ടിന്റെ വേഗം ശരാശരി.,neutral,,1,1,1,
"പ്രത്യേകത ഒന്നും ഇല്ല, പകല്‍ വിശേഷം പോലെ.",negative,,0,2,0,
ധൈര്യമില്ലായ്മ പൊരുത്തക്കേടുകൾ ഉണ്ടാക്കുന്നു.,negative,,1,1,0,
"""സമകാലീന മാർക്കറ്റിൽ മാറ്റങ്ങൾ ഉണ്ടാകും.""",neutral,,1,2,1,
എഴുത്ത് മനോഹരം.,positive,,2,2,2,
"""യൂട്യൂബ് ബിസിനസുകാർ നല്ലവർ അല്ല""",negative,,0,2,0,
"""ഭാവിയിൽ വിപണി വളർച്ച കൈവരിക്കും എന്നു പ്രതീക്ഷ.""",neutral,,1,1,1,
"""ഇത് പ്രായോഗികമാണോയെന്ന് അറിയാനുണ്ട്.""",neutral,,1,2,1,
നിങ്ങളുടെ ജീവിതത്തിൽ സന്തോഷം നിറഞ്ഞിരിക്കുക.,positive,,2,2,2,
സൗഹൃദങ്ങൾ ചിലപ്പോൾ മാറാറുണ്ട്.,neutral,,1,1,1,
"""കാച്ചിന്റെ മേൽ നിയന്ത്രണം എങ്ങനെ ഉണ്ടാക്കാം?""",neutral,,1,2,1,
ഗതാഗതം പ്രശ്‌നമാണ്,negative,,0,1,0,
കുറ്റകൃത്യത്തിന്‍റെ അന്വേഷണനടപടി.,neutral,,1,1,1,
ഈ പാട്ടിൽ ഓരോ വാക്കും ജീവിക്കുന്നു.,positive,,2,1,2,
കാലാവസ്ഥ നേരിൽ കാണാൻ കഴിയില്ലെങ്കിലും വിവരം ലഭ്യമാണ്,negative,,1,0,0,
പാട്ടിന്റെ ലയവും താളവും ശരാശരി.,neutral,,1,1,1,
ഹോംമേഡ് പാചക ക്ലാസിന് നന്ദി.,positive,,2,2,2,
കാഴ്ചകൾക്കു വേണ്ടി ഉപാധികൾ പരമാവധി ഉറപ്പാക്കണം,neutral,,1,2,1,
പാചകത്തിന് വേണ്ടിയുള്ള സാധനങ്ങൾ പറഞ്ഞു.,neutral,,1,1,1,
കാഴ്ചപ്പാടുകൾ വിപുലീകരിക്കുന്നു.,positive,,2,2,2,
ഉയർന്ന ഉത്സാഹത്തോടെ ഫിറ്റ്‌നസ് തുടരുക.,positive,,2,2,2,
കാലാവസ്ഥാ ശക്തി,negative,,1,1,0,
കാലാവസ്ഥ അറിയപ്പെടുന്നത്,neutral,,1,2,1,
പാട്ട് കേൾക്കുമ്പോൾ മാനസികമായി സന്തോഷം.,neutral,,2,2,1,
"ഇതുപോലെ മനോഹരമായ പാട്ടുകൾ കൂടുതൽ വേണം, ഹൃദയസേരിയായി തോന്നുന്നു.",positive,,2,2,2,
പാട്ട് കേൾക്കുമ്പോൾ ആശയങ്ങൾ വ്യക്തമാണ്.,neutral,,2,2,1,
"കാലാവസ്ഥ അറിയുക, അനുഭവിക്കുക.",neutral,,1,1,1,
"""ഇവിടെ പറയുന്ന കാര്യങ്ങൾ മുഴുവൻ പൊട്ടൻ കാര്യമാണു""",negative,,0,0,0,
വികസന പദ്ധതികളിലെ പരാജയം,negative,,0,0,0,
പാട്ടിന്റെ വരികൾ ഹൃദയം മറക്കാനാകാത്തവയാണ്.,positive,,2,2,2,
ആരോഗ്യ പ്രശ്‌നങ്ങൾ കുറയ്ക്കാം.,neutral,,2,2,1,
നൂതനമായ റിപ്പോർട്ട്,positive,,2,2,2,
കാലാവസ്ഥയിൽ രസതന്ത്ര പിഴവുകൾ,negative,,0,0,0,
പാട്ടിന്റെ ഭാവം ബുദ്ധിമുട്ടാണ് കേൾക്കാൻ.,negative,,0,0,0,
പാട്ടിൽ പുത്തൻതന്റെ വൈഭവം.,positive,,2,0,2,
"""കാണാറില്ല""",negative,,0,0,0,
വാർത്തകളിൽ അസുതാര്യത,negative,,0,0,0,
ദിവസേ ദിവസം വ്യത്യസ്തമായ രീതിയാണ് ജീവിക്കുന്നത്.,neutral,,1,2,1,
കാലാവസ്ഥ സംവരണത്തിൽ പരാജയം.,negative,,0,0,0,
പാട്ടിൻറെ പ്രാരംഭം വളരെ പോസിറ്റീവായിരുന്നു.,positive,,2,2,2,
"""എ.ടി.എം ബിസിനസ് ഐഡിയ വിദ്യാർത്ഥികൾക്ക് അനുയോജ്യം""",positive,,2,2,2,
വളരെ സാധാരണ വീക്ഷണം.,neutral,,1,0,1,
വർഷകാലം തെറ്റായി പ്രവചിക്കുന്നു.,negative,,0,2,0,
ഫിറ്റ്നസ് പരിശീലനത്തിൽ ശ്രദ്ധ വേണം.,negative,,1,2,0,
"സംവിധായകന്റെ ദിശ വളരെ ശക്തമാണ്.,",positive,,2,1,2,
പാട്ടിൽ പുത്തൻ ചേർക്കലുകൾ അപര്യാപ്തമാണ്.,negative,,0,2,0,
ആരോഗ്യ പരിപാലനം ശ്രദ്ധേയമാണ്.,neutral,,2,0,1,
